53715;22/03/2018 14:50;22/03/2018 16:05;;3;71
53716;22/03/2018 16:05;22/03/2018 17:30;18030098;1;71
53717;22/03/2018 17:30;22/03/2018 18:30;;23;71
53718;22/03/2018 18:30;22/03/2018 21:40;18030098;1;71
53726;22/03/2018 21:40;22/03/2018 21:40;18030098;2;72
53730;22/03/2018 21:40;22/03/2018 22:00;;9;73
53736;22/03/2018 22:00;23/03/2018 00:30;;9;73
53737;23/03/2018 00:30;23/03/2018 02:00;18030117;1;73
53738;23/03/2018 02:00;23/03/2018 03:00;;23;73
53739;23/03/2018 03:00;23/03/2018 06:00;18030117;1;73
55047;23/03/2018 06:00;23/03/2018 06:55;18030117;1;4
55051;23/03/2018 06:55;23/03/2018 06:55;18030117;2;5
55054;23/03/2018 06:55;23/03/2018 09:00;;9;5
55055;23/03/2018 09:00;23/03/2018 11:00;;10;5
55056;23/03/2018 11:00;23/03/2018 14:00;;10;5
55058;23/03/2018 18:30;23/03/2018 20:45;;9;5
55059;23/03/2018 20:45;23/03/2018 22:00;18030103;1;5
55060;23/03/2018 22:00;23/03/2018 22:15;18030103;1;6
55063;23/03/2018 22:15;23/03/2018 23:20;;11;6
55067;23/03/2018 23:20;24/03/2018 02:00;18030103;1;6
55071;24/03/2018 02:00;24/03/2018 03:00;;23;7
55075;24/03/2018 03:00;24/03/2018 05:00;18030103;1;7
55080;24/03/2018 05:00;24/03/2018 05:00;18030103;2;8
55084;24/03/2018 05:00;24/03/2018 07:00;;9;8
55089;24/03/2018 09:00;24/03/2018 11:05;;9;8
55090;24/03/2018 11:05;24/03/2018 13:00;18030187;1;9
55091;24/03/2018 13:00;24/03/2018 14:00;;23;9
55092;24/03/2018 14:00;24/03/2018 16:00;18030187;1;9
55099;24/03/2018 16:00;24/03/2018 16:00;18030187;2;9
55103;24/03/2018 16:00;24/03/2018 17:35;;3;10
55108;24/03/2018 17:35;24/03/2018 18:00;18030186;1;10
55109;24/03/2018 18:00;24/03/2018 18:12;;20;10
64912;26/03/2018 06:00;26/03/2018 06:10;;20;91
64913;26/03/2018 06:10;26/03/2018 08:40;;7;91
64914;26/03/2018 08:40;26/03/2018 09:10;;20;91
64915;26/03/2018 09:10;26/03/2018 11:30;18030186;1;91
64920;26/03/2018 11:30;26/03/2018 12:30;;23;92
64921;26/03/2018 12:30;26/03/2018 14:00;18030186;1;92
64927;26/03/2018 14:00;26/03/2018 15:50;18030186;1;92
64932;26/03/2018 15:50;26/03/2018 15:50;18030186;2;93
64935;26/03/2018 15:50;26/03/2018 17:30;;9;93
64936;26/03/2018 17:30;26/03/2018 18:30;;23;93
64937;26/03/2018 18:30;26/03/2018 19:50;;9;93
64938;26/03/2018 19:50;26/03/2018 22:00;18030110;1;93
64976;26/03/2018 22:00;27/03/2018 00:00;18030110;1;97
64979;27/03/2018 00:00;27/03/2018 00:00;18030110;2;97
64984;27/03/2018 00:00;27/03/2018 00:30;;3;98
64985;27/03/2018 00:30;27/03/2018 06:00;;10;98
69207;27/03/2018 06:00;27/03/2018 08:00;;10;20
69208;27/03/2018 08:00;27/03/2018 09:40;;3;20
69209;27/03/2018 09:40;27/03/2018 11:30;18030111;1;20
69210;27/03/2018 11:30;27/03/2018 12:30;;23;21
69211;27/03/2018 12:30;27/03/2018 14:00;18030111;1;21
69213;27/03/2018 14:00;27/03/2018 14:00;18030111;2;21
69304;27/03/2018 22:00;28/03/2018 00:10;;9;30
69305;28/03/2018 00:10;28/03/2018 01:20;18030153;1;30
69306;28/03/2018 01:20;28/03/2018 01:20;18030153;2;30
69308;28/03/2018 01:20;28/03/2018 02:00;;9;30
69312;28/03/2018 02:00;28/03/2018 03:00;;23;31
69313;28/03/2018 03:00;28/03/2018 03:20;;9;31
69314;28/03/2018 03:20;28/03/2018 03:40;;9;31
69315;28/03/2018 03:40;28/03/2018 06:00;;19;31
75148;28/03/2018 06:00;28/03/2018 06:25;;9;14
75149;28/03/2018 06:25;28/03/2018 10:25;18030154;1;14
75150;28/03/2018 10:25;28/03/2018 10:25;18030154;2;15
75153;28/03/2018 10:25;28/03/2018 11:30;;9;15
75155;28/03/2018 11:30;28/03/2018 12:30;;23;15
75156;28/03/2018 12:30;28/03/2018 12:55;;9;15
75157;28/03/2018 12:55;28/03/2018 14:00;18030177;1;15
75158;28/03/2018 14:00;28/03/2018 14:55;;22;15
75159;28/03/2018 14:55;28/03/2018 17:35;18030177;1;15
75162;28/03/2018 17:35;28/03/2018 17:35;18030177;2;16
75164;28/03/2018 17:35;28/03/2018 18:35;;23;16
75165;28/03/2018 18:35;28/03/2018 20:55;;9;16
75166;28/03/2018 20:55;28/03/2018 21:40;18030170;1;16
75167;28/03/2018 21:40;28/03/2018 22:00;;20;16
76499;29/03/2018 06:00;29/03/2018 06:15;;20;49
76500;29/03/2018 06:15;29/03/2018 11:30;18030170;1;50
76505;29/03/2018 11:30;29/03/2018 12:30;;23;50
76506;29/03/2018 12:30;29/03/2018 14:00;18030170;1;50
76512;29/03/2018 14:00;29/03/2018 14:00;18030170;2;51
76517;29/03/2018 14:00;29/03/2018 15:10;;9;51
76520;29/03/2018 15:10;29/03/2018 17:30;18030270;1;52
76521;29/03/2018 17:30;29/03/2018 18:30;;23;52
76522;29/03/2018 18:30;29/03/2018 20:10;18030270;1;52
76525;29/03/2018 20:10;29/03/2018 20:10;18030270;2;52
76529;29/03/2018 20:10;29/03/2018 22:00;;3;52
80128;02/04/2018 06:00;02/04/2018 08:20;;9;12
80129;02/04/2018 08:20;02/04/2018 11:40;18030272;1;12
80130;02/04/2018 11:40;02/04/2018 11:40;18030272;2;13
80132;02/04/2018 11:40;02/04/2018 12:40;;23;13
80136;02/04/2018 12:40;02/04/2018 14:00;;9;13
80137;02/04/2018 14:00;02/04/2018 15:30;;9;13
80138;02/04/2018 15:30;02/04/2018 17:30;18030222;1;13
80139;02/04/2018 17:30;02/04/2018 18:30;;23;13
80140;02/04/2018 18:30;02/04/2018 19:50;18030222;1;14
80142;02/04/2018 19:50;02/04/2018 19:50;18030222;2;14
80145;02/04/2018 19:50;02/04/2018 20:55;;3;14
80146;02/04/2018 20:55;02/04/2018 21:45;18030223;1;14
80147;02/04/2018 21:45;02/04/2018 22:00;;20;14
